issue_id,table_name,issue_type,field_name,detected_date,resolved_date,days_to_resolve,severity,resolved_flag,source_system
DQ972012,patient_surveys,Out_of_Range,performance_rate,2025-06-25,2025-07-18,23,Medium,1,Manual_Entry
DQ053643,quality_measures,Format_Error,encounter_date,2025-05-18,2025-05-24,6,Medium,1,External_Feed
DQ563520,quality_measures,Missing_Value,zip_code,2025-08-08,2025-08-21,13,Medium,1,Clarity
DQ927730,encounters,Out_of_Range,icd10_code,2025-04-04,2025-04-04,0,Medium,0,External_Feed
DQ935077,patients,Late_Submission,age,2025-04-16,2025-04-18,2,Low,1,Manual_Entry
DQ261878,patients,Format_Error,encounter_date,2024-10-23,2024-11-15,23,Critical,1,Epic
DQ173779,quality_measures,Referential_Integrity,total_charges,2024-04-04,2024-05-03,29,Critical,1,External_Feed
DQ458404,quality_measures,Format_Error,encounter_date,2023-03-09,2023-04-04,26,Low,1,Clarity
DQ079654,patients,Duplicate_Record,age,2025-01-22,2025-02-01,10,Critical,1,Epic
DQ061217,patients,Coding_Error,encounter_date,2025-05-30,2025-06-04,5,Medium,1,Manual_Entry
DQ385621,patient_surveys,Duplicate_Record,total_charges,2024-02-25,2024-02-26,1,Low,1,Epic
DQ770683,patients,Referential_Integrity,patient_id,2023-01-14,2023-02-13,30,Low,1,Clarity
DQ537870,patient_surveys,Referential_Integrity,age,2023-05-16,2023-06-05,20,High,1,Manual_Entry
DQ727947,patient_surveys,Missing_Value,icd10_code,2024-11-04,2024-12-03,29,Low,1,Clarity
DQ391454,patients,Late_Submission,icd10_code,2025-12-08,2025-12-26,18,Low,1,Epic
DQ903286,patients,Duplicate_Record,age,2024-09-12,2024-09-30,18,High,1,External_Feed
DQ385476,encounters,Out_of_Range,age,2024-03-26,2024-04-11,16,Critical,1,Manual_Entry
DQ305081,lab_results,Duplicate_Record,icd10_code,2025-11-19,2025-12-10,21,Medium,1,External_Feed
DQ953718,patients,Missing_Value,performance_rate,2024-07-16,2024-07-23,7,Medium,1,Clarity
DQ411535,patient_surveys,Out_of_Range,icd10_code,2025-06-28,2025-06-30,2,Medium,1,External_Feed
DQ111007,encounters,Late_Submission,total_charges,2024-08-23,2024-09-17,25,High,1,Epic
DQ128276,lab_results,Out_of_Range,encounter_date,2024-03-08,2024-03-22,14,High,1,Clarity
DQ922030,quality_measures,Referential_Integrity,patient_id,2023-11-20,2023-11-21,1,High,1,External_Feed
DQ008892,quality_measures,Referential_Integrity,total_charges,2023-04-12,2023-04-25,13,Medium,1,Manual_Entry
DQ905945,patient_surveys,Out_of_Range,icd10_code,2025-12-30,2026-01-24,25,Low,1,Clarity
DQ026805,lab_results,Out_of_Range,patient_id,2024-02-04,2024-02-29,25,Critical,1,Epic
DQ146740,lab_results,Late_Submission,patient_id,2025-08-12,2025-08-30,18,Low,1,External_Feed
DQ944024,lab_results,Coding_Error,performance_rate,2025-10-30,2025-11-17,18,Low,1,Manual_Entry
DQ145783,patient_surveys,Late_Submission,age,2023-11-26,2023-12-16,20,Low,1,External_Feed
DQ522957,quality_measures,Missing_Value,total_charges,2024-08-26,2024-08-26,0,Low,0,Epic
DQ121102,patient_surveys,Late_Submission,performance_rate,2024-10-11,2024-11-08,28,Medium,1,External_Feed
DQ898243,lab_results,Format_Error,encounter_date,2025-05-03,2025-05-15,12,Medium,1,Epic
DQ455878,quality_measures,Duplicate_Record,zip_code,2025-10-26,2025-11-03,8,Low,1,Manual_Entry
DQ453384,quality_measures,Missing_Value,performance_rate,2025-09-18,2025-10-05,17,Critical,1,Epic
DQ086814,lab_results,Late_Submission,age,2023-05-13,2023-06-04,22,Medium,1,Manual_Entry
DQ175866,patient_surveys,Format_Error,encounter_date,2023-06-03,2023-06-20,17,Low,1,External_Feed
DQ829937,quality_measures,Out_of_Range,performance_rate,2025-06-15,2025-06-28,13,Low,0,Epic
DQ984202,patient_surveys,Missing_Value,zip_code,2023-02-02,2023-02-21,19,Medium,1,Clarity
DQ104417,quality_measures,Late_Submission,encounter_date,2024-01-27,2024-02-18,22,Low,0,External_Feed
DQ635954,quality_measures,Out_of_Range,zip_code,2025-03-16,2025-03-30,14,Low,1,Epic
DQ207771,lab_results,Missing_Value,encounter_date,2023-09-23,2023-10-01,8,Low,1,External_Feed
DQ421583,encounters,Referential_Integrity,total_charges,2024-12-31,2025-01-24,24,High,1,Clarity
DQ379548,encounters,Late_Submission,zip_code,2025-01-05,2025-01-17,12,Critical,1,Epic
DQ268771,patients,Format_Error,total_charges,2023-01-19,2023-01-29,10,Low,1,Manual_Entry
DQ205782,encounters,Out_of_Range,age,2024-02-25,2024-02-25,0,Medium,1,Clarity
DQ581809,encounters,Late_Submission,performance_rate,2024-12-30,2025-01-25,26,Low,1,Clarity
DQ830876,patients,Referential_Integrity,performance_rate,2024-05-31,2024-06-23,23,Low,1,Manual_Entry
DQ857531,lab_results,Duplicate_Record,age,2023-10-08,2023-10-15,7,Low,1,Epic
DQ814419,encounters,Referential_Integrity,patient_id,2023-09-17,2023-09-23,6,Critical,1,Manual_Entry
DQ237647,quality_measures,Missing_Value,performance_rate,2024-10-07,2024-10-19,12,Medium,1,Manual_Entry
DQ955492,lab_results,Duplicate_Record,encounter_date,2024-01-28,2024-02-22,25,High,1,Clarity
DQ925770,patients,Coding_Error,patient_id,2023-07-30,2023-08-01,2,Critical,1,Epic
DQ190540,patient_surveys,Coding_Error,encounter_date,2025-01-27,2025-02-08,12,Medium,1,Clarity
DQ646301,lab_results,Duplicate_Record,age,2024-01-09,2024-02-05,27,Medium,1,External_Feed
DQ076245,lab_results,Coding_Error,patient_id,2025-11-25,2025-12-02,7,High,1,External_Feed
DQ414119,encounters,Coding_Error,icd10_code,2023-12-06,2023-12-15,9,Medium,0,Manual_Entry
DQ515455,lab_results,Duplicate_Record,icd10_code,2023-01-21,2023-02-02,12,High,1,External_Feed
DQ171133,encounters,Late_Submission,total_charges,2023-07-11,2023-07-27,16,Medium,1,External_Feed
DQ277645,patients,Late_Submission,zip_code,2024-03-24,2024-03-26,2,High,0,Manual_Entry
DQ616516,patient_surveys,Out_of_Range,performance_rate,2024-05-14,2024-05-31,17,Critical,1,Manual_Entry
DQ572161,encounters,Format_Error,encounter_date,2024-08-15,2024-08-28,13,Low,1,Epic
DQ791952,quality_measures,Duplicate_Record,patient_id,2023-10-18,2023-10-29,11,Critical,1,Clarity
DQ555667,lab_results,Missing_Value,performance_rate,2024-07-31,2024-08-08,8,Medium,1,Epic
DQ978431,quality_measures,Out_of_Range,icd10_code,2025-08-16,2025-08-30,14,High,1,External_Feed
DQ803985,lab_results,Out_of_Range,patient_id,2024-07-24,2024-08-02,9,Low,1,External_Feed
DQ849813,encounters,Duplicate_Record,zip_code,2025-08-02,2025-08-07,5,Medium,1,Clarity
DQ095437,patient_surveys,Duplicate_Record,total_charges,2025-11-04,2025-11-04,0,High,1,Clarity
DQ064459,lab_results,Coding_Error,performance_rate,2024-06-27,2024-07-22,25,Critical,1,Manual_Entry
DQ579142,lab_results,Out_of_Range,patient_id,2025-07-11,2025-07-18,7,Medium,0,Epic
DQ268590,patient_surveys,Format_Error,encounter_date,2023-07-24,2023-08-18,25,High,1,Manual_Entry
DQ020822,lab_results,Out_of_Range,performance_rate,2025-01-28,2025-02-08,11,High,1,Manual_Entry
DQ569645,lab_results,Referential_Integrity,icd10_code,2023-11-11,2023-11-16,5,Low,1,External_Feed
DQ253683,patients,Duplicate_Record,encounter_date,2024-11-27,2024-12-18,21,High,1,Clarity
DQ033236,quality_measures,Out_of_Range,patient_id,2023-11-02,2023-11-14,12,Low,1,External_Feed
DQ339448,lab_results,Duplicate_Record,patient_id,2023-06-23,2023-07-10,17,Low,1,External_Feed
DQ096304,patients,Format_Error,age,2023-10-04,2023-11-02,29,Critical,1,Manual_Entry
DQ711525,lab_results,Duplicate_Record,patient_id,2024-05-10,2024-05-12,2,High,1,Epic
DQ752349,lab_results,Duplicate_Record,patient_id,2024-10-21,2024-11-12,22,Critical,0,Epic
DQ186118,patients,Coding_Error,zip_code,2024-10-19,2024-10-28,9,Critical,0,Epic
DQ682969,patient_surveys,Referential_Integrity,performance_rate,2025-05-03,2025-05-16,13,Low,1,External_Feed
DQ168112,encounters,Duplicate_Record,encounter_date,2023-12-18,2024-01-05,18,Critical,1,Manual_Entry
DQ111937,patients,Coding_Error,encounter_date,2025-11-20,2025-11-20,0,High,1,External_Feed
DQ820268,quality_measures,Format_Error,zip_code,2023-05-30,2023-06-10,11,Medium,1,Epic
DQ334134,patients,Late_Submission,total_charges,2023-06-15,2023-07-10,25,Critical,1,External_Feed
DQ783860,patients,Format_Error,performance_rate,2024-03-28,2024-04-23,26,Medium,1,Epic
DQ827980,quality_measures,Late_Submission,zip_code,2023-07-25,2023-08-13,19,Low,1,Clarity
DQ717753,lab_results,Duplicate_Record,performance_rate,2025-11-13,2025-11-15,2,Critical,1,Epic
DQ315390,lab_results,Coding_Error,age,2023-02-03,2023-02-12,9,Critical,1,Clarity
DQ012511,patient_surveys,Duplicate_Record,icd10_code,2023-07-20,2023-07-23,3,Critical,1,Epic
DQ194717,patients,Missing_Value,icd10_code,2025-05-21,2025-06-19,29,High,1,Clarity
DQ217295,lab_results,Late_Submission,icd10_code,2025-03-28,2025-04-24,27,Medium,1,Manual_Entry
DQ505782,patient_surveys,Out_of_Range,icd10_code,2025-05-15,2025-06-01,17,High,1,Clarity
DQ521514,patients,Format_Error,zip_code,2023-02-10,2023-03-07,25,High,1,Manual_Entry
DQ352138,patients,Format_Error,patient_id,2024-01-27,2024-01-31,4,Critical,1,Manual_Entry
DQ399932,patients,Duplicate_Record,patient_id,2023-10-01,2023-10-14,13,High,1,Epic
DQ643553,quality_measures,Missing_Value,age,2024-06-19,2024-07-19,30,Low,1,Clarity
DQ422586,lab_results,Out_of_Range,total_charges,2023-07-05,2023-07-20,15,Critical,1,External_Feed
DQ302151,quality_measures,Missing_Value,age,2023-09-29,2023-10-13,14,Medium,1,Clarity
DQ853428,encounters,Coding_Error,total_charges,2025-01-19,2025-01-26,7,Critical,1,Manual_Entry
DQ361796,quality_measures,Out_of_Range,performance_rate,2025-11-16,2025-11-17,1,Low,1,Clarity
DQ695710,encounters,Late_Submission,icd10_code,2025-06-01,2025-06-10,9,Medium,1,Manual_Entry
DQ049733,quality_measures,Coding_Error,zip_code,2024-03-31,2024-04-03,3,Low,1,Epic
DQ605696,encounters,Coding_Error,age,2025-03-18,2025-04-08,21,Critical,1,Manual_Entry
DQ505188,lab_results,Format_Error,performance_rate,2024-07-11,2024-07-30,19,Low,1,Clarity
DQ533905,lab_results,Duplicate_Record,patient_id,2023-11-26,2023-12-22,26,High,1,Manual_Entry
DQ112649,lab_results,Out_of_Range,zip_code,2024-03-07,2024-04-05,29,Critical,1,Clarity
DQ013385,patients,Format_Error,icd10_code,2024-03-03,2024-03-30,27,Low,1,Manual_Entry
DQ885260,lab_results,Format_Error,patient_id,2024-09-23,2024-10-18,25,Critical,1,Manual_Entry
DQ795876,patient_surveys,Coding_Error,total_charges,2023-08-14,2023-08-15,1,High,1,External_Feed
DQ028501,lab_results,Missing_Value,encounter_date,2023-12-20,2023-12-23,3,Critical,1,External_Feed
DQ538926,patient_surveys,Coding_Error,performance_rate,2024-06-04,2024-06-14,10,Low,0,Manual_Entry
DQ644978,quality_measures,Format_Error,total_charges,2025-01-22,2025-02-06,15,Medium,1,Epic
DQ015113,quality_measures,Missing_Value,performance_rate,2023-05-15,2023-05-27,12,Critical,1,Manual_Entry
DQ964762,patient_surveys,Referential_Integrity,encounter_date,2024-10-03,2024-10-08,5,High,1,Epic
DQ868250,patient_surveys,Format_Error,zip_code,2025-11-01,2025-11-20,19,Low,1,Epic
DQ551104,lab_results,Duplicate_Record,patient_id,2024-09-24,2024-10-08,14,Low,1,Manual_Entry
DQ319791,patient_surveys,Referential_Integrity,icd10_code,2024-06-07,2024-06-14,7,Critical,1,Clarity
DQ856170,lab_results,Missing_Value,age,2023-07-28,2023-08-25,28,Medium,0,Manual_Entry
DQ271694,lab_results,Coding_Error,total_charges,2023-07-14,2023-07-28,14,High,1,External_Feed
DQ471078,encounters,Duplicate_Record,icd10_code,2023-11-24,2023-12-07,13,High,1,Clarity
DQ219422,encounters,Format_Error,patient_id,2025-01-15,2025-01-22,7,Critical,1,External_Feed
DQ130292,patients,Duplicate_Record,patient_id,2023-01-17,2023-01-22,5,Low,1,Epic
DQ905384,encounters,Missing_Value,encounter_date,2025-01-06,2025-01-08,2,Low,1,External_Feed
DQ194387,quality_measures,Out_of_Range,patient_id,2024-02-21,2024-03-20,28,High,0,Clarity
DQ941756,lab_results,Duplicate_Record,total_charges,2024-05-08,2024-06-02,25,Critical,0,Manual_Entry
DQ588772,patients,Missing_Value,zip_code,2025-05-18,2025-06-17,30,Low,1,Epic
DQ451369,patients,Out_of_Range,patient_id,2025-06-09,2025-06-27,18,Critical,1,Epic
DQ177117,quality_measures,Out_of_Range,age,2023-09-21,2023-10-21,30,High,1,Manual_Entry
DQ622286,patient_surveys,Coding_Error,encounter_date,2025-01-17,2025-01-20,3,High,1,Manual_Entry
DQ531316,quality_measures,Duplicate_Record,zip_code,2023-04-15,2023-04-22,7,High,1,Clarity
DQ730961,quality_measures,Coding_Error,icd10_code,2025-08-20,2025-09-05,16,Low,1,External_Feed
DQ510229,quality_measures,Missing_Value,zip_code,2023-11-20,2023-12-09,19,Critical,1,Epic
DQ566079,patient_surveys,Out_of_Range,zip_code,2025-05-04,2025-06-03,30,Low,1,Epic
DQ504963,patients,Coding_Error,total_charges,2023-04-19,2023-04-22,3,High,1,Manual_Entry
DQ593440,encounters,Referential_Integrity,age,2025-10-02,2025-10-29,27,Low,0,External_Feed
DQ895349,quality_measures,Late_Submission,icd10_code,2024-12-13,2025-01-03,21,Medium,1,External_Feed
DQ588992,encounters,Out_of_Range,zip_code,2023-05-03,2023-05-18,15,Low,1,Epic
DQ731821,lab_results,Late_Submission,performance_rate,2023-07-24,2023-08-12,19,High,1,Clarity
DQ049665,patients,Format_Error,encounter_date,2024-11-16,2024-11-29,13,Low,0,Clarity
DQ015735,patient_surveys,Duplicate_Record,zip_code,2024-01-25,2024-02-02,8,Low,0,Clarity
DQ033932,quality_measures,Coding_Error,encounter_date,2023-10-09,2023-10-12,3,Low,1,External_Feed
DQ021088,quality_measures,Referential_Integrity,encounter_date,2024-05-15,2024-05-23,8,Critical,1,Clarity
DQ480627,quality_measures,Format_Error,total_charges,2023-02-02,2023-02-22,20,High,1,External_Feed
DQ422696,patient_surveys,Duplicate_Record,encounter_date,2024-10-01,2024-10-01,0,High,1,Clarity
DQ226961,lab_results,Format_Error,encounter_date,2025-02-15,2025-03-07,20,High,1,Manual_Entry
DQ900352,quality_measures,Format_Error,zip_code,2024-04-04,2024-04-21,17,Critical,1,Manual_Entry
DQ361635,quality_measures,Out_of_Range,encounter_date,2025-04-01,2025-04-07,6,Medium,1,Manual_Entry
DQ672541,patients,Referential_Integrity,total_charges,2025-08-24,2025-09-11,18,Medium,1,External_Feed
DQ760732,lab_results,Duplicate_Record,patient_id,2024-01-14,2024-02-13,30,Critical,0,Epic
DQ847077,encounters,Coding_Error,age,2025-07-22,2025-08-19,28,Low,1,External_Feed
DQ235210,quality_measures,Format_Error,age,2023-11-11,2023-11-12,1,Low,1,Manual_Entry
DQ270194,quality_measures,Late_Submission,patient_id,2025-02-21,2025-02-28,7,Medium,1,Clarity
DQ302237,patients,Coding_Error,encounter_date,2025-08-22,2025-09-19,28,Low,1,External_Feed
DQ853015,patient_surveys,Out_of_Range,icd10_code,2024-06-20,2024-06-30,10,Medium,1,Manual_Entry
DQ922441,patient_surveys,Duplicate_Record,patient_id,2024-08-25,2024-08-27,2,High,1,External_Feed
DQ146905,encounters,Duplicate_Record,zip_code,2023-07-13,2023-07-16,3,High,1,Clarity
DQ196074,patients,Out_of_Range,performance_rate,2023-05-16,2023-05-20,4,Critical,1,Epic
DQ292885,lab_results,Duplicate_Record,encounter_date,2024-08-06,2024-08-10,4,High,0,Manual_Entry
DQ780872,patient_surveys,Referential_Integrity,patient_id,2024-08-26,2024-09-10,15,Critical,0,Manual_Entry
DQ172065,patient_surveys,Out_of_Range,encounter_date,2024-06-27,2024-06-29,2,Medium,1,Clarity
DQ846536,quality_measures,Referential_Integrity,performance_rate,2024-04-05,2024-05-01,26,Critical,1,Epic
DQ693149,quality_measures,Coding_Error,performance_rate,2025-09-29,2025-10-18,19,Medium,1,Clarity
DQ946704,lab_results,Late_Submission,zip_code,2025-06-11,2025-07-08,27,High,1,Manual_Entry
DQ637780,lab_results,Format_Error,total_charges,2025-09-01,2025-09-06,5,Low,1,Epic
DQ025291,patients,Out_of_Range,icd10_code,2024-12-27,2025-01-04,8,Critical,0,Clarity
DQ816773,patient_surveys,Format_Error,performance_rate,2023-08-19,2023-09-15,27,High,1,External_Feed
DQ802123,patient_surveys,Out_of_Range,age,2024-04-25,2024-05-08,13,Medium,1,Clarity
DQ865872,quality_measures,Coding_Error,patient_id,2025-01-09,2025-01-30,21,Medium,1,Epic
DQ252696,encounters,Duplicate_Record,total_charges,2024-02-13,2024-03-13,29,Low,1,Manual_Entry
DQ956996,encounters,Out_of_Range,age,2024-02-05,2024-02-27,22,High,1,Clarity
DQ212599,encounters,Out_of_Range,performance_rate,2025-02-26,2025-03-24,26,Critical,1,Epic
DQ804961,patients,Coding_Error,age,2025-09-28,2025-10-22,24,Critical,0,Clarity
DQ481112,encounters,Coding_Error,encounter_date,2024-10-24,2024-10-24,0,Critical,1,External_Feed
DQ525412,patient_surveys,Out_of_Range,total_charges,2023-06-29,2023-07-06,7,High,1,Manual_Entry
DQ447649,lab_results,Missing_Value,total_charges,2024-09-04,2024-09-15,11,High,1,Clarity
DQ284266,quality_measures,Duplicate_Record,zip_code,2023-02-24,2023-03-09,13,Medium,0,External_Feed
DQ172038,quality_measures,Out_of_Range,encounter_date,2023-08-30,2023-09-24,25,Medium,1,External_Feed
DQ585176,quality_measures,Late_Submission,zip_code,2025-03-26,2025-04-02,7,Critical,1,Manual_Entry
DQ285898,lab_results,Missing_Value,performance_rate,2025-03-09,2025-03-25,16,High,1,Epic
DQ488353,encounters,Late_Submission,performance_rate,2024-10-12,2024-11-10,29,Medium,0,External_Feed
DQ200544,patients,Format_Error,patient_id,2025-05-12,2025-05-14,2,Critical,1,Manual_Entry
DQ615751,encounters,Out_of_Range,age,2024-10-19,2024-11-12,24,Medium,0,External_Feed
DQ705195,quality_measures,Referential_Integrity,zip_code,2025-08-13,2025-08-14,1,High,1,Clarity
DQ303668,patient_surveys,Missing_Value,total_charges,2023-03-11,2023-04-10,30,High,1,Epic
DQ506489,encounters,Missing_Value,age,2025-08-20,2025-08-25,5,Medium,1,Epic
DQ207642,patients,Referential_Integrity,icd10_code,2025-09-02,2025-09-21,19,Medium,1,Epic
DQ615887,patient_surveys,Missing_Value,zip_code,2023-11-09,2023-11-27,18,Critical,1,Clarity
DQ168060,patients,Referential_Integrity,performance_rate,2023-04-02,2023-04-10,8,Medium,1,Clarity
DQ699094,lab_results,Late_Submission,zip_code,2025-09-18,2025-10-11,23,High,0,Manual_Entry
DQ885377,quality_measures,Late_Submission,performance_rate,2024-11-04,2024-12-04,30,Critical,1,Epic
DQ907656,quality_measures,Referential_Integrity,patient_id,2023-05-24,2023-06-14,21,Critical,1,Manual_Entry
DQ770074,patient_surveys,Out_of_Range,zip_code,2023-06-08,2023-06-19,11,Critical,0,Epic
DQ401511,encounters,Coding_Error,encounter_date,2025-04-25,2025-05-19,24,High,1,Epic
DQ394309,patient_surveys,Late_Submission,total_charges,2025-03-15,2025-04-09,25,Medium,0,Epic
DQ425120,lab_results,Coding_Error,icd10_code,2023-10-27,2023-11-13,17,Medium,0,Clarity
DQ752799,lab_results,Late_Submission,icd10_code,2025-03-12,2025-04-08,27,Medium,1,Clarity
DQ943826,quality_measures,Duplicate_Record,encounter_date,2023-08-21,2023-09-04,14,Low,1,Clarity
DQ700135,patients,Referential_Integrity,zip_code,2023-12-08,2023-12-12,4,Critical,1,Manual_Entry
DQ409476,encounters,Referential_Integrity,icd10_code,2023-02-12,2023-02-21,9,Low,1,Epic
DQ105567,quality_measures,Coding_Error,zip_code,2023-09-08,2023-09-12,4,Medium,1,Clarity
DQ219029,quality_measures,Missing_Value,age,2023-12-07,2023-12-07,0,Critical,1,Epic
DQ952548,quality_measures,Coding_Error,performance_rate,2024-02-11,2024-02-29,18,Medium,0,Manual_Entry
DQ193653,lab_results,Referential_Integrity,performance_rate,2025-07-08,2025-07-11,3,Critical,1,Clarity
DQ063740,quality_measures,Missing_Value,age,2023-02-06,2023-02-15,9,High,1,External_Feed
DQ422692,quality_measures,Duplicate_Record,icd10_code,2025-11-27,2025-12-11,14,High,1,Epic
DQ639331,lab_results,Duplicate_Record,encounter_date,2025-10-28,2025-11-10,13,Medium,1,External_Feed
DQ341315,patient_surveys,Format_Error,performance_rate,2023-02-23,2023-03-20,25,High,1,Clarity
DQ004331,lab_results,Duplicate_Record,icd10_code,2025-09-06,2025-09-11,5,Low,1,Manual_Entry
DQ721937,quality_measures,Referential_Integrity,encounter_date,2025-03-17,2025-03-24,7,Low,1,Manual_Entry
DQ039732,patients,Coding_Error,total_charges,2025-11-18,2025-11-28,10,High,1,External_Feed
DQ933044,quality_measures,Duplicate_Record,patient_id,2023-02-18,2023-03-12,22,Critical,1,Clarity
DQ156159,patients,Coding_Error,zip_code,2025-05-08,2025-05-30,22,Low,1,Epic
DQ213525,patient_surveys,Out_of_Range,total_charges,2023-12-10,2024-01-06,27,Critical,1,Epic
DQ095594,patient_surveys,Format_Error,performance_rate,2024-01-08,2024-01-16,8,Low,1,Manual_Entry
DQ517758,encounters,Referential_Integrity,patient_id,2023-12-19,2024-01-02,14,High,1,Clarity
DQ325333,lab_results,Coding_Error,age,2023-01-07,2023-01-25,18,High,1,Clarity
DQ819949,lab_results,Referential_Integrity,age,2024-04-25,2024-05-02,7,Critical,1,Manual_Entry
DQ437971,patient_surveys,Referential_Integrity,encounter_date,2023-02-07,2023-03-09,30,High,1,Manual_Entry
DQ351399,quality_measures,Out_of_Range,encounter_date,2024-04-15,2024-04-15,0,High,0,Epic
DQ382454,quality_measures,Coding_Error,total_charges,2025-02-24,2025-03-10,14,Critical,1,Clarity
DQ554863,patients,Missing_Value,icd10_code,2024-02-18,2024-02-20,2,Medium,0,Epic
DQ865357,patients,Duplicate_Record,total_charges,2025-06-11,2025-06-14,3,Critical,0,Epic
DQ299810,quality_measures,Missing_Value,patient_id,2025-10-25,2025-11-06,12,Critical,1,Clarity
DQ152170,encounters,Out_of_Range,icd10_code,2024-09-22,2024-10-19,27,High,1,Clarity
DQ865866,patients,Missing_Value,performance_rate,2024-01-14,2024-01-25,11,Critical,1,Manual_Entry
DQ331300,lab_results,Duplicate_Record,performance_rate,2024-05-03,2024-05-29,26,Medium,1,Clarity
DQ076971,encounters,Missing_Value,zip_code,2025-06-17,2025-07-10,23,Critical,1,Manual_Entry
DQ401011,quality_measures,Format_Error,zip_code,2023-12-15,2023-12-26,11,Critical,0,Clarity
DQ671994,encounters,Format_Error,zip_code,2025-11-19,2025-12-11,22,Medium,0,Epic
DQ249509,patients,Duplicate_Record,performance_rate,2024-01-05,2024-01-25,20,Critical,1,Manual_Entry
DQ894557,quality_measures,Format_Error,zip_code,2023-08-28,2023-09-20,23,High,1,Epic
DQ712011,lab_results,Out_of_Range,encounter_date,2024-04-27,2024-05-24,27,Low,1,Epic
DQ322417,quality_measures,Format_Error,performance_rate,2024-05-01,2024-05-05,4,Low,1,Clarity
DQ447316,patients,Referential_Integrity,zip_code,2025-01-17,2025-02-13,27,High,1,Manual_Entry
DQ774235,lab_results,Missing_Value,age,2024-06-19,2024-06-21,2,Medium,1,External_Feed
DQ917373,patients,Coding_Error,age,2024-04-30,2024-05-04,4,High,1,Epic
DQ227572,quality_measures,Late_Submission,total_charges,2024-10-02,2024-10-14,12,Medium,1,Epic
DQ492494,lab_results,Out_of_Range,total_charges,2024-05-03,2024-05-29,26,Low,1,Epic
DQ208616,lab_results,Format_Error,encounter_date,2023-03-30,2023-04-07,8,Medium,1,Epic
DQ933760,patient_surveys,Late_Submission,zip_code,2023-01-01,2023-01-30,29,High,1,Epic
DQ665567,encounters,Coding_Error,icd10_code,2025-08-10,2025-09-04,25,Critical,0,Epic
DQ548908,encounters,Coding_Error,encounter_date,2025-10-09,2025-10-13,4,Critical,1,Epic
DQ629787,quality_measures,Duplicate_Record,patient_id,2025-05-28,2025-06-09,12,Low,1,Epic
DQ951929,patient_surveys,Duplicate_Record,zip_code,2024-07-08,2024-07-24,16,Medium,1,External_Feed
DQ245322,lab_results,Out_of_Range,age,2025-08-14,2025-09-03,20,Critical,1,Manual_Entry
DQ904460,quality_measures,Out_of_Range,performance_rate,2024-02-18,2024-03-18,29,Critical,1,Clarity
DQ237273,quality_measures,Coding_Error,patient_id,2025-01-31,2025-02-13,13,Critical,1,Epic
DQ123018,patient_surveys,Out_of_Range,encounter_date,2025-02-08,2025-02-09,1,High,1,Clarity
DQ580696,patients,Late_Submission,icd10_code,2024-08-03,2024-08-04,1,Critical,1,Epic
DQ266991,patients,Format_Error,icd10_code,2024-10-10,2024-10-12,2,Critical,1,Epic
DQ075476,patients,Missing_Value,performance_rate,2025-12-23,2026-01-19,27,High,1,Epic
DQ670115,encounters,Out_of_Range,performance_rate,2025-01-03,2025-01-22,19,Critical,1,Epic
DQ594111,encounters,Missing_Value,patient_id,2025-07-31,2025-07-31,0,Critical,1,External_Feed
DQ241774,lab_results,Coding_Error,encounter_date,2025-05-30,2025-06-25,26,Medium,1,Clarity
DQ496870,quality_measures,Missing_Value,age,2024-12-20,2024-12-20,0,Critical,1,Manual_Entry
DQ295903,lab_results,Duplicate_Record,patient_id,2023-10-22,2023-10-29,7,Low,1,External_Feed
DQ994834,patient_surveys,Referential_Integrity,total_charges,2025-06-20,2025-06-28,8,Low,1,Clarity
DQ846588,patient_surveys,Duplicate_Record,age,2023-11-09,2023-12-03,24,Critical,1,Epic
DQ150994,encounters,Late_Submission,total_charges,2024-06-12,2024-07-12,30,Medium,1,Manual_Entry
DQ426815,lab_results,Late_Submission,age,2023-05-13,2023-05-18,5,Critical,1,Clarity
DQ869107,lab_results,Out_of_Range,patient_id,2024-08-18,2024-08-30,12,Low,1,External_Feed
DQ122126,patients,Missing_Value,encounter_date,2025-10-27,2025-11-18,22,Critical,1,External_Feed
DQ989276,quality_measures,Referential_Integrity,patient_id,2024-10-13,2024-10-31,18,Medium,1,External_Feed
DQ202577,lab_results,Late_Submission,encounter_date,2025-08-23,2025-09-06,14,High,0,External_Feed
DQ757517,patients,Out_of_Range,icd10_code,2023-04-09,2023-04-26,17,Critical,1,Epic
DQ684851,quality_measures,Missing_Value,encounter_date,2023-08-21,2023-09-02,12,High,1,Clarity
DQ019084,encounters,Late_Submission,zip_code,2023-01-30,2023-02-01,2,High,1,Manual_Entry
DQ774458,encounters,Missing_Value,zip_code,2025-01-16,2025-01-21,5,Low,1,Epic
DQ747118,quality_measures,Out_of_Range,zip_code,2023-11-18,2023-11-26,8,Medium,1,Clarity
DQ626470,lab_results,Late_Submission,patient_id,2025-06-30,2025-07-14,14,Low,1,Manual_Entry
DQ894385,patient_surveys,Coding_Error,patient_id,2025-04-21,2025-05-20,29,Medium,1,Epic
DQ141043,quality_measures,Late_Submission,total_charges,2023-11-07,2023-11-14,7,Medium,1,Epic
DQ455848,lab_results,Format_Error,zip_code,2025-11-14,2025-12-13,29,Low,1,Epic
DQ968514,patients,Out_of_Range,age,2025-08-04,2025-08-08,4,Critical,1,Clarity
DQ431115,lab_results,Duplicate_Record,total_charges,2023-01-25,2023-02-14,20,Medium,1,External_Feed
